league,season,team,first_half_win_pct,second_half_win_pct,n_first,n_second
MLB,2020,ARI,0.0,0.0667,30,30
MLB,2020,ATL,0.4667,0.4667,30,30
MLB,2020,BAL,0.1333,0.0,30,30
MLB,2020,BOS,0.0,0.0,30,30
MLB,2020,CHA,0.4333,0.3333,30,30
MLB,2020,CHN,0.5667,0.2667,30,30
MLB,2020,CIN,0.2333,0.2333,30,30
MLB,2020,CLE,0.3333,0.3333,30,30
MLB,2020,COL,0.2,0.0,30,30
MLB,2020,DET,0.0,0.0,29,29
MLB,2020,HOU,0.4667,0.3333,30,30
MLB,2020,KCA,0.0,0.2333,30,30
MLB,2020,LAN,0.5333,0.4667,30,30
MLB,2020,MIA,0.1,0.5,30,30
MLB,2020,MIL,0.0,0.3,30,30
MLB,2020,MIN,0.5,0.5333,30,30
MLB,2020,NYA,0.3667,0.4,30,30
MLB,2020,NYN,0.0667,0.0667,30,30
MLB,2020,OAK,0.5667,0.4,30,30
MLB,2020,PHI,0.2333,0.2667,30,30
MLB,2020,PIT,0.0,0.0,30,30
MLB,2020,SDN,0.4,0.4667,30,30
MLB,2020,SEA,0.3,0.1333,30,30
MLB,2020,SFN,0.2667,0.4,30,30
MLB,2020,SLN,0.4138,0.3448,29,29
MLB,2020,TBA,0.5,0.4667,30,30
MLB,2020,TEX,0.0,0.0,30,30
MLB,2020,TOR,0.2333,0.3,30,30
MLB,2020,WAS,0.1667,0.1333,30,30
MLB,2021,ANA,0.1481,0.1111,81,81
MLB,2021,ARI,0.0,0.0,81,81
MLB,2021,ATL,0.3875,0.321,80,81
MLB,2021,BAL,0.0,0.0,81,81
MLB,2021,BOS,0.4074,0.3951,81,81
MLB,2021,CHA,0.5185,0.4074,81,81
MLB,2021,CHN,0.1605,0.0864,81,81
MLB,2021,CIN,0.2716,0.3457,81,81
MLB,2021,CLE,0.2469,0.2469,81,81
MLB,2021,COL,0.1375,0.1605,80,81
MLB,2021,DET,0.2222,0.2222,81,81
MLB,2021,HOU,0.4938,0.4444,81,81
MLB,2021,KCA,0.1235,0.0988,81,81
MLB,2021,LAN,0.4321,0.4444,81,81
MLB,2021,MIA,0.1111,0.1111,81,81
MLB,2021,MIL,0.4938,0.4198,81,81
MLB,2021,MIN,0.1235,0.0247,81,81
MLB,2021,NYA,0.3333,0.358,81,81
MLB,2021,NYN,0.2346,0.1975,81,81
MLB,2021,OAK,0.2963,0.1852,81,81
MLB,2021,PHI,0.2346,0.358,81,81
MLB,2021,PIT,0.0,0.037,81,81
MLB,2021,SDN,0.2469,0.2346,81,81
MLB,2021,SEA,0.3086,0.321,81,81
MLB,2021,SFN,0.4568,0.5432,81,81
MLB,2021,SLN,0.4691,0.3333,81,81
MLB,2021,TBA,0.4815,0.5185,81,81
MLB,2021,TEX,0.037,0.0247,81,81
MLB,2021,TOR,0.2469,0.3086,81,81
MLB,2021,WAS,0.1235,0.0,81,81
MLB,2022,ANA,0.1605,0.1975,81,81
MLB,2022,ARI,0.2099,0.1728,81,81
MLB,2022,ATL,0.4815,0.4444,81,81
MLB,2022,BAL,0.1728,0.3086,81,81
MLB,2022,BOS,0.1358,0.0864,81,81
MLB,2022,CHA,0.2346,0.358,81,81
MLB,2022,CHN,0.1235,0.2099,81,81
MLB,2022,CIN,0.0864,0.0741,81,81
MLB,2022,CLE,0.3704,0.4938,81,81
MLB,2022,COL,0.1111,0.037,81,81
MLB,2022,DET,0.1235,0.0741,81,81
MLB,2022,HOU,0.4691,0.5309,81,81
MLB,2022,KCA,0.037,0.0,81,81
MLB,2022,LAN,0.4815,0.5185,81,81
MLB,2022,MIA,0.1111,0.1605,81,81
MLB,2022,MIL,0.1605,0.4074,81,81
MLB,2022,MIN,0.1975,0.2346,81,81
MLB,2022,NYA,0.4815,0.4444,81,81
MLB,2022,NYN,0.4074,0.4198,81,81
MLB,2022,OAK,0.0,0.0,81,81
MLB,2022,PHI,0.3086,0.3086,81,81
MLB,2022,PIT,0.0494,0.0,81,81
MLB,2022,SDN,0.3333,0.3827,81,81
MLB,2022,SEA,0.4198,0.2963,81,81
MLB,2022,SFN,0.3086,0.2469,81,81
MLB,2022,SLN,0.4568,0.3951,81,81
MLB,2022,TBA,0.321,0.2963,81,81
MLB,2022,TEX,0.0988,0.1481,81,81
MLB,2022,TOR,0.4198,0.4074,81,81
MLB,2022,WAS,0.0,0.0,81,81
MLB,2023,ANA,0.1481,0.0617,81,81
MLB,2023,ARI,0.3333,0.2963,81,81
MLB,2023,ATL,0.5309,0.4691,81,81
MLB,2023,BAL,0.5309,0.4691,81,81
MLB,2023,BOS,0.1975,0.1975,81,81
MLB,2023,CHA,0.037,0.0864,81,81
MLB,2023,CHN,0.2099,0.358,81,81
MLB,2023,CIN,0.1975,0.1852,81,81
MLB,2023,CLE,0.1852,0.1235,81,81
MLB,2023,COL,0.0,0.037,81,81
MLB,2023,DET,0.1852,0.1852,81,81
MLB,2023,HOU,0.4691,0.3827,81,81
MLB,2023,KCA,0.037,0.0,81,81
MLB,2023,LAN,0.4815,0.4691,81,81
MLB,2023,MIA,0.358,0.2346,81,81
MLB,2023,MIL,0.4198,0.4691,81,81
MLB,2023,MIN,0.4198,0.321,81,81
MLB,2023,NYA,0.2222,0.1728,81,81
MLB,2023,NYN,0.1111,0.1235,81,81
MLB,2023,OAK,0.0,0.0,81,81
MLB,2023,PHI,0.3827,0.4321,81,81
MLB,2023,PIT,0.1852,0.0864,81,81
MLB,2023,SDN,0.2593,0.2346,81,81
MLB,2023,SEA,0.3951,0.2593,81,81
MLB,2023,SFN,0.2099,0.1728,81,81
MLB,2023,SLN,0.0247,0.1111,81,81
MLB,2023,TBA,0.4815,0.3704,81,81
MLB,2023,TEX,0.4321,0.3827,81,81
MLB,2023,TOR,0.2593,0.3827,81,81
MLB,2023,WAS,0.0,0.1111,81,81
MLB,2024,ANA,0.0,0.0741,81,81
MLB,2024,ARI,0.3827,0.3333,81,81
MLB,2024,ATL,0.358,0.358,81,81
MLB,2024,BAL,0.3704,0.3951,81,81
MLB,2024,BOS,0.1975,0.1975,81,81
MLB,2024,CHA,0.0,0.0,81,81
MLB,2024,CHN,0.2716,0.321,81,81
MLB,2024,CIN,0.1111,0.1605,81,81
MLB,2024,CLE,0.4,0.5185,80,81
MLB,2024,COL,0.0,0.0,81,81
MLB,2024,DET,0.358,0.2593,81,81
MLB,2024,HOU,0.3375,0.3951,80,81
MLB,2024,KCA,0.3086,0.3333,81,81
MLB,2024,LAN,0.5062,0.4938,81,81
MLB,2024,MIA,0.037,0.037,81,81
MLB,2024,MIL,0.4198,0.4568,81,81
MLB,2024,MIN,0.2469,0.1852,81,81
MLB,2024,NYA,0.4321,0.5309,81,81
MLB,2024,NYN,0.3086,0.2963,81,81
MLB,2024,OAK,0.0741,0.1111,81,81
MLB,2024,PHI,0.5432,0.4198,81,81
MLB,2024,PIT,0.0741,0.0864,81,81
MLB,2024,SDN,0.358,0.4444,81,81
MLB,2024,SEA,0.284,0.2716,81,81
MLB,2024,SFN,0.1852,0.1852,81,81
MLB,2024,SLN,0.2593,0.2222,81,81
MLB,2024,TBA,0.2099,0.1358,81,81
MLB,2024,TEX,0.1481,0.2099,81,81
MLB,2024,TOR,0.0741,0.1235,81,81
MLB,2024,WAS,0.037,0.1235,81,81
NBA,1949,AND,0.375,0.3125,32,32
NBA,1949,BAL,0.1176,0.0882,34,34
NBA,1949,BOS,0.0,0.0588,34,34
NBA,1949,CHS,0.2647,0.3235,34,34
NBA,1949,DEN,0.0,0.0,31,31
NBA,1949,FWP,0.3235,0.2647,34,34
NBA,1949,INO,0.4375,0.4062,32,32
NBA,1949,MNL,0.4118,0.5294,34,34
NBA,1949,NYK,0.2353,0.4706,34,34
NBA,1949,PHA,0.0882,0.1471,34,34
NBA,1949,RCH,0.4412,0.4412,34,34
NBA,1949,SBS,0.129,0.129,31,31
NBA,1949,SLB,0.1765,0.1765,34,34
NBA,1949,SYN,0.5,0.5,32,32
NBA,1949,TCB,0.25,0.25,32,32
NBA,1949,WAT,0.0323,0.0968,31,31
NBA,1949,WSC,0.2647,0.2059,34,34
NBA,1950,BAL,0.0303,0.0,33,33
NBA,1950,BOS,0.4118,0.2857,34,35
NBA,1950,FWP,0.2353,0.1765,34,34
NBA,1950,INO,0.1471,0.0588,34,34
NBA,1950,MNL,0.5,0.4706,34,34
NBA,1950,NYK,0.2121,0.2424,33,33
NBA,1950,PHA,0.4545,0.4242,33,33
NBA,1950,RCH,0.3824,0.4118,34,34
NBA,1950,SYN,0.303,0.1212,33,33
NBA,1950,TCB,0.0882,0.0294,34,34
NBA,1950,WSC,0.0,0.0,17,18
NBA,1951,BAL,0.0606,0.0909,33,33
NBA,1951,BOS,0.3939,0.3333,33,33
NBA,1951,FWP,0.0909,0.1515,33,33
NBA,1951,INO,0.1515,0.3939,33,33
NBA,1951,MLH,0.0,0.0,33,33
NBA,1951,MNL,0.3939,0.2424,33,33
NBA,1951,NYK,0.1212,0.2121,33,33
NBA,1951,PHA,0.1212,0.1212,33,33
NBA,1951,RCH,0.5152,0.4848,33,33
NBA,1951,SYN,0.4545,0.3636,33,33
NBA,1952,BAL,0.1143,0.1389,35,36
NBA,1952,BOS,0.3429,0.2778,35,36
NBA,1952,FWP,0.3235,0.2286,34,35
NBA,1952,INO,0.0571,0.1714,35,35
NBA,1952,MLH,0.1143,0.1667,35,36
NBA,1952,MNL,0.4,0.4571,35,35
NBA,1952,NYK,0.3714,0.4167,35,36
NBA,1952,PHA,0.0,0.0,35,35
NBA,1952,RCH,0.2571,0.2571,35,35
NBA,1952,SYN,0.3714,0.3889,35,36
NBA,1953,BAL,0.0,0.0,36,36
NBA,1953,BOS,0.3056,0.1944,36,36
NBA,1953,FWP,0.1667,0.25,36,36
NBA,1953,MLH,0.0278,0.0556,36,36
NBA,1953,MNL,0.3889,0.5833,36,36
NBA,1953,NYK,0.3333,0.3889,36,36
NBA,1953,PHA,0.0556,0.0,36,36
NBA,1953,RCH,0.4167,0.25,36,36
NBA,1953,SYN,0.25,0.3056,36,36
NBA,1954,BOS,0.2778,0.3056,36,36
NBA,1954,FWP,0.7222,0.5833,36,36
NBA,1954,MLH,0.0,0.0,36,36
NBA,1954,MNL,0.2778,0.4167,36,36
NBA,1954,NYK,0.2778,0.3333,36,36
NBA,1954,PHA,0.0278,0.1667,36,36
NBA,1954,RCH,0.0556,0.0556,36,36
NBA,1954,SYN,0.3889,0.3889,36,36
NBA,1955,BOS,0.5,0.5278,36,36
NBA,1955,FWP,0.5556,0.3611,36,36
NBA,1955,MNL,0.1944,0.2222,36,36
NBA,1955,NYK,0.2222,0.1389,36,36
NBA,1955,PHA,0.5,0.4167,36,36
NBA,1955,RCH,0.0,0.0,36,36
NBA,1955,SLH,0.0556,0.0556,36,36
NBA,1955,SYN,0.2222,0.25,36,36
NBA,1956,BOS,0.6389,0.5556,36,36
NBA,1956,FWP,0.0833,0.1111,36,36
NBA,1956,MNL,0.1667,0.1944,36,36
NBA,1956,NYK,0.2778,0.1944,36,36
NBA,1956,PHA,0.3611,0.2778,36,36
NBA,1956,RCH,0.0,0.0,36,36
NBA,1956,SLH,0.1944,0.1667,36,36
NBA,1956,SYN,0.3611,0.3889,36,36
NBA,1957,BOS,0.5278,0.6389,36,36
NBA,1957,CIN,0.25,0.1667,36,36
NBA,1957,DET,0.0833,0.1111,36,36
NBA,1957,MNL,0.0,0.0,36,36
NBA,1957,NYK,0.1667,0.1111,36,36
NBA,1957,PHA,0.2222,0.1944,36,36
NBA,1957,SLH,0.3056,0.3333,36,36
NBA,1957,SYN,0.3333,0.3889,36,36
NBA,1958,BOS,0.5556,0.6667,36,36
NBA,1958,CIN,0.0,0.0,36,36
NBA,1958,DET,0.0833,0.0556,36,36
NBA,1958,MNL,0.2222,0.1389,36,36
NBA,1958,NYK,0.3333,0.3889,36,36
NBA,1958,PHA,0.0833,0.0833,36,36
NBA,1958,SLH,0.3611,0.4167,36,36
NBA,1958,SYN,0.2778,0.1944,36,36
NBA,1959,BOS,0.4324,0.6842,37,38
NBA,1959,CIN,0.0,0.0,37,38
NBA,1959,DET,0.2432,0.2105,37,38
NBA,1959,MNL,0.027,0.0789,37,38
NBA,1959,NYK,0.0811,0.0526,37,38
NBA,1959,PHA,0.4595,0.2368,37,38
NBA,1959,SLH,0.3784,0.3158,37,38
NBA,1959,SYN,0.1622,0.2105,37,38
NBA,1960,BOS,0.5128,0.6,39,40
NBA,1960,CIN,0.1026,0.05,39,40
NBA,1960,DET,0.1795,0.125,39,40
NBA,1960,LAL,0.1282,0.225,39,40
NBA,1960,NYK,0.0,0.0,39,40
NBA,1960,PHA,0.2821,0.3,39,40
NBA,1960,SLH,0.4359,0.35,39,40
NBA,1960,SYN,0.2051,0.125,39,40
NBA,1961,BOS,0.525,0.525,40,40
NBA,1961,CHP,0.0,0.0,40,40
NBA,1961,CIN,0.45,0.25,40,40
NBA,1961,DET,0.225,0.15,40,40
NBA,1961,LAL,0.45,0.425,40,40
NBA,1961,NYK,0.05,0.025,40,40
NBA,1961,PHA,0.3,0.3,40,40
NBA,1961,SLH,0.1,0.075,40,40
NBA,1961,SYN,0.15,0.175,40,40
NBA,1962,BOS,0.5,0.575,40,40
NBA,1962,CHZ,0.1,0.075,40,40
NBA,1962,CIN,0.225,0.25,40,40
NBA,1962,DET,0.2,0.225,40,40
NBA,1962,LAL,0.45,0.4,40,40
NBA,1962,NYK,0.0,0.0,40,40
NBA,1962,SFW,0.125,0.075,40,40
NBA,1962,SLH,0.275,0.3,40,40
NBA,1962,SYN,0.225,0.275,40,40
NBA,1963,BAL,0.175,0.175,40,40
NBA,1963,BOS,0.45,0.525,40,40
NBA,1963,CIN,0.45,0.475,40,40
NBA,1963,DET,0.075,0.075,40,40
NBA,1963,LAL,0.2,0.275,40,40
NBA,1963,NYK,0.0,0.0,40,40
NBA,1963,PHI,0.15,0.125,40,40
NBA,1963,SFW,0.45,0.325,40,40
NBA,1963,SLH,0.275,0.35,40,40
NBA,1964,BAL,0.25,0.2,40,40
NBA,1964,BOS,0.525,0.5,40,40
NBA,1964,CIN,0.35,0.375,40,40
NBA,1964,DET,0.125,0.15,40,40
NBA,1964,LAL,0.475,0.425,40,40
NBA,1964,NYK,0.125,0.025,40,40
NBA,1964,PHI,0.2,0.175,40,40
NBA,1964,SFW,0.0,0.0,40,40
NBA,1964,SLH,0.275,0.35,40,40
NBA,1965,BAL,0.375,0.275,40,40
NBA,1965,BOS,0.425,0.475,40,40
NBA,1965,CIN,0.425,0.3,40,40
NBA,1965,DET,0.0,0.0,40,40
NBA,1965,LAL,0.45,0.35,40,40
NBA,1965,NYK,0.05,0.025,40,40
NBA,1965,PHI,0.35,0.45,40,40
NBA,1965,SFW,0.1,0.025,40,40
NBA,1965,SLH,0.125,0.175,40,40
NBA,1966,BAL,0.0,0.0,40,41
NBA,1966,BOS,0.475,0.4878,40,41
NBA,1966,CHI,0.125,0.122,40,41
NBA,1966,CIN,0.35,0.3415,40,41
NBA,1966,DET,0.05,0.0488,40,41
NBA,1966,LAL,0.225,0.1951,40,41
NBA,1966,NYK,0.15,0.0732,40,41
NBA,1966,PHI,0.475,0.3902,40,41
NBA,1966,SFW,0.375,0.2439,40,41
NBA,1966,SLH,0.225,0.1951,40,41
NBA,1967,BAL,0.122,0.1951,41,41
NBA,1967,BOS,0.439,0.4634,41,41
NBA,1967,CHI,0.0976,0.122,41,41
NBA,1967,CIN,0.1707,0.1707,41,41
NBA,1967,DET,0.2439,0.1951,41,41
NBA,1967,LAL,0.2927,0.4634,41,41
NBA,1967,NYK,0.3415,0.2683,41,41
NBA,1967,PHI,0.5366,0.439,41,41
NBA,1967,SDR,0.0,0.0,41,41
NBA,1967,SEA,0.0732,0.0,41,41
NBA,1967,SFW,0.3659,0.1951,41,41
NBA,1967,SLH,0.3659,0.3415,41,41
NBA,1968,ATL,0.2683,0.3902,41,41
NBA,1968,BAL,0.6098,0.439,41,41
NBA,1968,BOS,0.3415,0.3659,41,41
NBA,1968,CHI,0.122,0.1707,41,41
NBA,1968,CIN,0.3171,0.2439,41,41
NBA,1968,DET,0.0976,0.1707,41,41
NBA,1968,LAL,0.4878,0.3902,41,41
NBA,1968,MIL,0.0488,0.0732,41,41
NBA,1968,NYK,0.3659,0.3415,41,41
NBA,1968,PHI,0.439,0.3902,41,41
NBA,1968,PHX,0.0,0.0,41,41
NBA,1968,SDR,0.1707,0.2439,41,41
NBA,1968,SEA,0.0976,0.0244,41,41
NBA,1968,SFW,0.2439,0.2439,41,41
NBA,1969,ATL,0.5366,0.3902,41,41
NBA,1969,BAL,0.5366,0.4146,41,41
NBA,1969,BOS,0.122,0.1463,41,41
NBA,1969,CHI,0.2195,0.2927,41,41
NBA,1969,CIN,0.1463,0.1463,41,41
NBA,1969,DET,0.0732,0.0732,41,41
NBA,1969,LAL,0.3902,0.3171,41,41
NBA,1969,MIL,0.439,0.4878,41,41
NBA,1969,NYK,0.561,0.5122,41,41
NBA,1969,PHI,0.2927,0.3171,41,41
NBA,1969,PHX,0.2927,0.2439,41,41
NBA,1969,SDR,0.0,0.0,41,41
NBA,1969,SEA,0.1951,0.1463,41,41
NBA,1969,SFW,0.0488,0.0,41,41
NBA,1970,ATL,0.0976,0.122,41,41
NBA,1970,BAL,0.2195,0.2195,41,41
NBA,1970,BOS,0.2683,0.2927,41,41
NBA,1970,BUF,0.0732,0.0732,41,41
NBA,1970,CHI,0.4634,0.4878,41,41
NBA,1970,CIN,0.0976,0.0976,41,41
NBA,1970,CLE,0.0,0.0,41,41
NBA,1970,DET,0.2439,0.3659,41,41
NBA,1970,LAL,0.3902,0.4146,41,41
NBA,1970,MIL,0.5122,0.4146,41,41
NBA,1970,NYK,0.561,0.3902,41,41
NBA,1970,PHI,0.3659,0.3171,41,41
NBA,1970,PHX,0.4146,0.2927,41,41
NBA,1970,POR,0.1707,0.0976,41,41
NBA,1970,SDR,0.122,0.1707,41,41
NBA,1970,SEA,0.0976,0.1707,41,41
NBA,1970,SFW,0.1951,0.2195,41,41
NBA,1971,ATL,0.2195,0.2439,41,41
NBA,1971,BAL,0.3171,0.2439,41,41
NBA,1971,BOS,0.439,0.439,41,41
NBA,1971,BUF,0.0488,0.0244,41,41
NBA,1971,CHI,0.4878,0.4634,41,41
NBA,1971,CIN,0.0732,0.1707,41,41
NBA,1971,CLE,0.0732,0.0732,41,41
NBA,1971,DET,0.0732,0.0976,41,41
NBA,1971,GSW,0.3659,0.3659,41,41
NBA,1971,HOU,0.122,0.2195,41,41
NBA,1971,LAL,0.4878,0.5366,41,41
NBA,1971,MIL,0.4878,0.4146,41,41
NBA,1971,NYK,0.3171,0.2927,41,41
NBA,1971,PHI,0.0976,0.1707,41,41
NBA,1971,PHX,0.3415,0.3171,41,41
NBA,1971,POR,0.0,0.0,41,41
NBA,1971,SEA,0.1951,0.2927,41,41
NBA,1972,ATL,0.2439,0.3415,41,41
NBA,1972,BAL,0.439,0.3902,41,41
NBA,1972,BOS,0.4878,0.5122,41,41
NBA,1972,BUF,0.0976,0.0244,41,41
NBA,1972,CHI,0.4146,0.3171,41,41
NBA,1972,CLE,0.122,0.1463,41,41
NBA,1972,DET,0.2439,0.2927,41,41
NBA,1972,GSW,0.3171,0.3415,41,41
NBA,1972,HOU,0.0976,0.1707,41,41
NBA,1972,KCO,0.2195,0.122,41,41
NBA,1972,LAL,0.439,0.5122,41,41
NBA,1972,MIL,0.4146,0.3902,41,41
NBA,1972,NYK,0.4634,0.3415,41,41
NBA,1972,PHI,0.0,0.0,41,41
NBA,1972,PHX,0.1707,0.2683,41,41
NBA,1972,POR,0.0,0.0976,41,41
NBA,1972,SEA,0.0976,0.0732,41,41
NBA,1973,ATL,0.2195,0.1951,41,41
NBA,1973,BOS,0.5122,0.4634,41,41
NBA,1973,BUF,0.2195,0.2439,41,41
NBA,1973,CAP,0.2439,0.4634,41,41
NBA,1973,CHI,0.4878,0.3902,41,41
NBA,1973,CLE,0.0488,0.0732,41,41
NBA,1973,DET,0.3171,0.4634,41,41
NBA,1973,GSW,0.3171,0.2683,41,41
NBA,1973,HOU,0.1463,0.122,41,41
NBA,1973,KCO,0.122,0.1707,41,41
NBA,1973,LAL,0.3171,0.3171,41,41
NBA,1973,MIL,0.561,0.3659,41,41
NBA,1973,NYK,0.439,0.3415,41,41
NBA,1973,PHI,0.0,0.0,41,41
NBA,1973,PHX,0.0732,0.0976,41,41
NBA,1973,POR,0.0244,0.0244,41,41
NBA,1973,SEA,0.1951,0.2439,41,41
NBA,1974,ATL,0.0488,0.0976,41,41
NBA,1974,BOS,0.4634,0.4878,41,41
NBA,1974,BUF,0.439,0.4146,41,41
NBA,1974,CHI,0.3902,0.4146,41,41
NBA,1974,CLE,0.2439,0.2683,41,41
NBA,1974,DET,0.1951,0.1951,41,41
NBA,1974,GSW,0.439,0.4146,41,41
NBA,1974,HOU,0.2439,0.3902,41,41
NBA,1974,KCO,0.2927,0.4146,41,41
NBA,1974,LAL,0.0244,0.0244,41,41
NBA,1974,MIL,0.1707,0.0732,41,41
NBA,1974,NOJ,0.0,0.0,41,41
NBA,1974,NYK,0.2439,0.1951,41,41
NBA,1974,PHI,0.0976,0.0976,41,41
NBA,1974,PHX,0.0976,0.0976,41,41
NBA,1974,POR,0.1951,0.1707,41,41
NBA,1974,SEA,0.3659,0.2927,41,41
NBA,1974,WAS,0.4878,0.5122,41,41
NBA,1975,ATL,0.0244,0.0244,41,41
NBA,1975,BOS,0.439,0.5122,41,41
NBA,1975,BUF,0.3659,0.3902,41,41
NBA,1975,CHI,0.0,0.0,41,41
NBA,1975,CLE,0.4146,0.4634,41,41
NBA,1975,DET,0.0732,0.122,41,41
NBA,1975,GSW,0.439,0.561,41,41
NBA,1975,HOU,0.2439,0.2195,41,41
NBA,1975,KCK,0.0732,0.0732,41,41
NBA,1975,LAL,0.2927,0.2439,41,41
NBA,1975,MIL,0.1951,0.1951,41,41
NBA,1975,NOJ,0.1951,0.1951,41,41
NBA,1975,NYK,0.1707,0.1463,41,41
NBA,1975,PHI,0.3171,0.3171,41,41
NBA,1975,PHX,0.2439,0.3415,41,41
NBA,1975,POR,0.0976,0.1463,41,41
NBA,1975,SEA,0.3171,0.3415,41,41
NBA,1975,WAS,0.4146,0.4146,41,41
NBA,1976,ATL,0.0732,0.0732,41,41
NBA,1976,BOS,0.2683,0.2439,41,41
NBA,1976,BUF,0.0244,0.0244,41,41
NBA,1976,CHI,0.3171,0.3659,41,41
NBA,1976,CLE,0.2195,0.2439,41,41
NBA,1976,DEN,0.5122,0.439,41,41
NBA,1976,DET,0.2927,0.2927,41,41
NBA,1976,GSW,0.4146,0.2927,41,41
NBA,1976,HOU,0.439,0.3659,41,41
NBA,1976,IND,0.1707,0.122,41,41
NBA,1976,KCK,0.1707,0.2439,41,41
NBA,1976,LAL,0.4878,0.5122,41,41
NBA,1976,MIL,0.0732,0.0244,41,41
NBA,1976,NOJ,0.1463,0.0976,41,41
NBA,1976,NYK,0.1951,0.1951,41,41
NBA,1976,NYN,0.0,0.0,41,41
NBA,1976,PHI,0.439,0.4634,41,41
NBA,1976,PHX,0.0732,0.122,41,41
NBA,1976,POR,0.5122,0.3415,41,41
NBA,1976,SAS,0.3171,0.3171,41,41
NBA,1976,SEA,0.1951,0.1463,41,41
NBA,1976,WAS,0.3659,0.4146,41,41
NBA,1977,ATL,0.122,0.2927,41,41
NBA,1977,BOS,0.1463,0.0976,41,41
NBA,1977,BUF,0.0244,0.0244,41,41
NBA,1977,CHI,0.1707,0.1951,41,41
NBA,1977,CLE,0.2683,0.2927,41,41
NBA,1977,DEN,0.4146,0.4146,41,41
NBA,1977,DET,0.1707,0.122,41,41
NBA,1977,GSW,0.2927,0.2195,41,41
NBA,1977,HOU,0.0244,0.0732,41,41
NBA,1977,IND,0.0488,0.0976,41,41
NBA,1977,KCK,0.0732,0.0976,41,41
NBA,1977,LAL,0.3415,0.3659,41,41
NBA,1977,MIL,0.3415,0.2927,41,41
NBA,1977,NJN,0.0,0.0,41,41
NBA,1977,NOJ,0.122,0.2195,41,41
NBA,1977,NYK,0.2683,0.2195,41,41
NBA,1977,PHI,0.5366,0.4146,41,41
NBA,1977,PHX,0.3902,0.4634,41,41
NBA,1977,POR,0.5366,0.4634,41,41
NBA,1977,SAS,0.439,0.4634,41,41
NBA,1977,SEA,0.4634,0.2927,41,41
NBA,1977,WAS,0.3171,0.3415,41,41
NBA,1978,ATL,0.2927,0.2927,41,41
NBA,1978,BOS,0.0244,0.0244,41,41
NBA,1978,CHI,0.0488,0.122,41,41
NBA,1978,CLE,0.0488,0.0488,41,41
NBA,1978,DEN,0.2927,0.3902,41,41
NBA,1978,DET,0.0732,0.0732,41,41
NBA,1978,GSW,0.1463,0.2195,41,41
NBA,1978,HOU,0.3902,0.2195,41,41
NBA,1978,IND,0.1463,0.1707,41,41
NBA,1978,KCK,0.4878,0.3171,41,41
NBA,1978,LAL,0.3415,0.4146,41,41
NBA,1978,MIL,0.2195,0.2195,41,41
NBA,1978,NJN,0.122,0.1707,41,41
NBA,1978,NOJ,0.0,0.0,41,41
NBA,1978,NYK,0.0976,0.1463,41,41
NBA,1978,PHI,0.3659,0.3415,41,41
NBA,1978,PHX,0.4146,0.4878,41,41
NBA,1978,POR,0.3171,0.2195,41,41
NBA,1978,SAS,0.4146,0.439,41,41
NBA,1978,SDC,0.2683,0.2195,41,41
NBA,1978,SEA,0.6098,0.3415,41,41
NBA,1978,WAS,0.5122,0.4878,41,41
NBA,1979,ATL,0.3659,0.4146,41,41
NBA,1979,BOS,0.439,0.561,41,41
NBA,1979,CHI,0.0488,0.1951,41,41
NBA,1979,CLE,0.2195,0.122,41,41
NBA,1979,DEN,0.122,0.0488,41,41
NBA,1979,DET,0.0,0.0,41,41
NBA,1979,GSW,0.0732,0.0244,41,41
NBA,1979,HOU,0.2683,0.3902,41,41
NBA,1979,IND,0.0976,0.1707,41,41
NBA,1979,KCK,0.2927,0.3415,41,41
NBA,1979,LAL,0.5122,0.4634,41,41
NBA,1979,MIL,0.3171,0.3902,41,41
NBA,1979,NJN,0.0488,0.122,41,41
NBA,1979,NYK,0.2195,0.2927,41,41
NBA,1979,PHI,0.4634,0.439,41,41
NBA,1979,PHX,0.439,0.3902,41,41
NBA,1979,POR,0.2683,0.1951,41,41
NBA,1979,SAS,0.2439,0.3415,41,41
NBA,1979,SDC,0.1951,0.1463,41,41
NBA,1979,SEA,0.5122,0.3659,41,41
NBA,1979,UTA,0.0,0.0244,41,41
NBA,1979,WAS,0.2439,0.1951,41,41
NBA,1980,ATL,0.122,0.122,41,41
NBA,1980,BOS,0.4878,0.439,41,41
NBA,1980,CHI,0.2927,0.3415,41,41
NBA,1980,CLE,0.122,0.0732,41,41
NBA,1980,DAL,0.0,0.0,41,41
NBA,1980,DEN,0.1463,0.1951,41,41
NBA,1980,DET,0.0244,0.0,41,41
NBA,1980,GSW,0.1707,0.2683,41,41
NBA,1980,HOU,0.3171,0.2927,41,41
NBA,1980,IND,0.2683,0.2927,41,41
NBA,1980,KCK,0.2195,0.2927,41,41
NBA,1980,LAL,0.4146,0.439,41,41
NBA,1980,MIL,0.439,0.4146,41,41
NBA,1980,NJN,0.0488,0.0488,41,41
NBA,1980,NYK,0.4146,0.2927,41,41
NBA,1980,PHI,0.4634,0.5366,41,41
NBA,1980,PHX,0.4878,0.439,41,41
NBA,1980,POR,0.3902,0.2927,41,41
NBA,1980,SAS,0.3659,0.439,41,41
NBA,1980,SDC,0.1463,0.122,41,41
NBA,1980,SEA,0.1707,0.0244,41,41
NBA,1980,UTA,0.0244,0.0976,41,41
NBA,1980,WAS,0.2439,0.1707,41,41
NBA,1981,ATL,0.1951,0.2439,41,41
