season,date,home_team,away_team,true_home_team_result,simulated_home_team_result_seed_1,simulated_home_team_result_seed_2,simulated_home_team_result_seed_3,simulated_home_team_result_seed_4,simulated_home_team_result_seed_5,simulated_home_team_result_seed_6,simulated_home_team_result_seed_7,simulated_home_team_result_seed_8,simulated_home_team_result_seed_9,simulated_home_team_result_seed_10
2014,2014-12-21,ATA,PAL,0,-1,-1,-1,-1,-1,1,0,1,-1,1
2014,2014-12-21,FIO,EMP,0,1,1,1,-1,-1,0,-1,1,-1,1
2014,2014-12-21,INT,LAZ,0,1,1,0,1,1,-1,1,1,0,0
2014,2014-12-21,SAM,UDI,0,-1,-1,0,0,1,-1,1,1,0,1
2014,2014-12-21,TOR,GEN,1,-1,-1,0,1,1,1,1,0,-1,0
2014,2014-12-21,VER,CHI,-1,1,0,0,0,1,0,0,1,0,1
2014,2015-01-05,LAZ,SAM,1,0,0,-1,0,-1,-1,-1,1,0,1
2014,2015-01-06,CES,NAP,-1,1,1,1,-1,-1,-1,-1,-1,0,-1
2014,2015-01-06,CHI,TOR,0,-1,-1,0,1,-1,1,0,1,0,0
2014,2015-01-06,EMP,VER,0,1,-1,1,-1,1,-1,0,-1,0,1
2014,2015-01-06,GEN,ATA,0,0,-1,-1,0,-1,-1,1,-1,1,1
2014,2015-01-06,JUV,INT,0,1,1,1,-1,0,1,-1,1,-1,-1
2014,2015-01-06,MIL,SAS,-1,1,-1,1,-1,-1,0,1,1,-1,1
2014,2015-01-06,PAL,CAG,1,-1,0,1,-1,0,1,0,-1,1,1
2014,2015-01-06,PAR,FIO,1,1,-1,-1,0,-1,-1,1,1,1,1
2014,2015-01-06,UDI,ROM,-1,1,1,0,1,1,0,1,1,0,1
2014,2015-01-10,SAS,UDI,0,-1,1,1,1,0,0,-1,0,1,-1
2014,2015-01-10,TOR,MIL,0,-1,0,1,1,0,-1,0,0,0,-1
2014,2015-01-11,ATA,CHI,0,-1,0,-1,1,1,0,0,0,0,1
2014,2015-01-11,CAG,CES,1,0,1,0,-1,-1,1,1,0,0,-1
2014,2015-01-11,FIO,PAL,1,1,1,1,1,-1,-1,-1,1,0,-1
2014,2015-01-11,INT,GEN,1,1,-1,-1,1,1,-1,-1,1,0,-1
2014,2015-01-11,NAP,JUV,-1,0,1,0,-1,0,1,0,-1,0,-1
2014,2015-01-11,ROM,LAZ,0,-1,-1,0,-1,0,1,0,0,-1,1
2014,2015-01-11,SAM,EMP,1,0,0,0,0,0,1,-1,1,-1,1
2014,2015-01-11,VER,PAR,1,-1,-1,0,-1,1,1,1,0,0,1
2014,2015-01-17,EMP,INT,0,-1,1,-1,1,1,-1,0,1,1,1
2014,2015-01-17,PAL,ROM,0,0,0,-1,1,1,1,-1,0,0,0
2014,2015-01-18,CES,TOR,-1,1,1,1,0,1,0,-1,1,-1,1
2014,2015-01-18,CHI,FIO,-1,0,0,0,-1,-1,0,-1,-1,0,1
2014,2015-01-18,GEN,SAS,0,-1,1,1,-1,1,1,0,0,0,-1
2014,2015-01-18,JUV,VER,1,1,1,1,-1,1,0,-1,0,1,1
2014,2015-01-18,LAZ,NAP,-1,1,1,1,0,0,1,-1,0,-1,0
2014,2015-01-18,MIL,ATA,-1,1,-1,0,0,1,1,-1,0,0,0
2014,2015-01-18,PAR,SAM,-1,1,0,-1,0,0,-1,-1,1,1,1
2014,2015-01-18,UDI,CAG,0,-1,-1,0,1,1,1,1,1,0,0
2014,2015-01-24,CAG,SAS,1,1,0,-1,0,-1,1,1,1,1,1
2014,2015-01-24,LAZ,MIL,1,1,1,1,-1,1,0,-1,0,0,1
2014,2015-01-25,FIO,ROM,0,0,1,1,-1,1,-1,-1,1,1,1
2014,2015-01-25,INT,TOR,-1,1,-1,0,0,0,0,1,-1,-1,0
2014,2015-01-25,JUV,CHI,1,-1,-1,0,-1,0,-1,0,0,1,1
2014,2015-01-25,PAR,CES,-1,1,1,1,0,1,1,1,-1,-1,-1
2014,2015-01-25,SAM,PAL,0,1,-1,-1,-1,0,0,0,-1,1,-1
2014,2015-01-25,VER,ATA,1,-1,-1,-1,0,0,0,-1,0,-1,1
2014,2015-01-26,EMP,UDI,-1,0,1,1,0,0,1,1,1,-1,1
2014,2015-01-26,NAP,GEN,1,0,-1,1,0,0,-1,1,0,1,1
2014,2015-01-31,GEN,FIO,0,1,0,-1,1,0,-1,1,1,1,1
2014,2015-01-31,ROM,EMP,0,0,1,1,-1,1,-1,1,1,0,1
2014,2015-02-01,ATA,CAG,1,-1,-1,1,-1,1,0,-1,0,1,1
2014,2015-02-01,CES,LAZ,1,-1,1,-1,-1,0,1,-1,0,0,-1
2014,2015-02-01,CHI,NAP,-1,-1,-1,1,-1,1,1,-1,1,1,0
2014,2015-02-01,MIL,PAR,1,-1,1,-1,0,0,1,0,-1,0,0
2014,2015-02-01,PAL,VER,1,-1,0,-1,1,0,1,0,-1,1,-1
2014,2015-02-01,SAS,INT,1,1,1,1,1,1,0,0,-1,-1,1
2014,2015-02-01,TOR,SAM,1,1,-1,1,1,0,-1,-1,1,0,1
2014,2015-02-01,UDI,JUV,0,1,1,1,1,0,1,1,1,1,0
2014,2015-02-07,JUV,MIL,1,-1,1,1,1,0,0,1,-1,1,1
2014,2015-02-07,VER,TOR,-1,0,-1,1,0,1,1,1,1,-1,1
2014,2015-02-08,CAG,ROM,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1
2014,2015-02-08,EMP,CES,1,1,1,1,1,-1,1,-1,-1,1,1
2014,2015-02-08,FIO,ATA,1,-1,1,0,1,1,-1,0,-1,-1,1
2014,2015-02-08,INT,PAL,1,1,-1,1,1,-1,-1,1,0,1,-1
2014,2015-02-08,NAP,UDI,1,1,1,1,1,1,0,0,1,1,1
2014,2015-02-08,SAM,SAS,0,1,-1,1,1,1,0,1,-1,1,1
2014,2015-02-09,LAZ,GEN,-1,1,1,0,0,-1,0,-1,-1,0,-1
2014,2015-02-11,PAR,CHI,-1,0,-1,0,1,0,1,1,-1,-1,-1
2014,2015-02-14,PAL,NAP,1,1,1,0,-1,0,1,-1,0,-1,0
2014,2015-02-14,SAS,FIO,-1,0,1,1,0,1,1,-1,0,1,1
2014,2015-02-15,ATA,INT,-1,-1,0,1,1,1,0,-1,1,0,1
2014,2015-02-15,CES,JUV,0,1,0,-1,1,1,0,0,0,0,0
2014,2015-02-15,CHI,SAM,1,0,-1,-1,-1,0,1,1,1,0,1
2014,2015-02-15,GEN,VER,1,0,-1,1,1,1,1,1,1,1,-1
2014,2015-02-15,MIL,EMP,0,0,-1,1,-1,-1,0,1,1,-1,0
2014,2015-02-15,ROM,PAR,0,0,0,1,1,1,1,1,0,1,1
2014,2015-02-15,TOR,CAG,0,0,-1,0,0,1,-1,-1,0,1,-1
2014,2015-02-15,UDI,LAZ,-1,-1,1,0,1,0,-1,-1,0,-1,0
2014,2015-02-20,JUV,ATA,1,0,1,-1,1,-1,1,0,1,1,0
2014,2015-02-22,EMP,CHI,1,1,-1,-1,1,-1,0,1,0,1,1
2014,2015-02-22,FIO,TOR,0,-1,0,1,1,0,0,1,0,0,-1
2014,2015-02-22,LAZ,PAL,1,1,0,0,-1,-1,1,-1,-1,-1,1
2014,2015-02-22,MIL,CES,1,-1,1,1,1,0,0,1,-1,0,0
2014,2015-02-22,VER,ROM,0,-1,-1,1,-1,1,0,-1,1,0,0
2014,2015-02-23,CAG,INT,-1,0,1,0,1,1,1,1,1,-1,0
2014,2015-02-23,NAP,SAS,1,-1,-1,0,-1,1,-1,-1,-1,1,1
2014,2015-02-24,SAM,GEN,0,0,-1,1,0,1,-1,-1,1,0,1
2014,2015-02-28,CHI,MIL,0,-1,0,0,1,-1,1,-1,-1,0,1
2014,2015-03-01,ATA,SAM,-1,1,-1,-1,0,0,0,1,1,0,1
2014,2015-03-01,CAG,VER,-1,1,-1,-1,-1,1,0,0,0,1,-1
2014,2015-03-01,CES,UDI,1,0,0,1,-1,0,-1,1,-1,1,1
2014,2015-03-01,INT,FIO,-1,0,0,0,-1,1,0,1,0,-1,1
2014,2015-03-01,PAL,EMP,0,1,1,-1,-1,1,-1,-1,1,1,0
2014,2015-03-01,SAS,LAZ,-1,1,-1,-1,1,0,1,-1,-1,1,-1
2014,2015-03-01,TOR,NAP,1,-1,-1,1,-1,-1,0,-1,1,-1,0
2014,2015-03-02,ROM,JUV,0,0,-1,1,1,1,-1,0,1,1,1
2014,2015-03-07,MIL,VER,0,0,1,0,1,0,0,1,-1,0,0
2014,2015-03-07,SAM,CAG,1,0,0,0,-1,-1,0,1,1,-1,0
2014,2015-03-08,CES,PAL,0,-1,1,-1,-1,-1,1,0,-1,-1,0
2014,2015-03-08,CHI,ROM,0,0,0,-1,0,1,1,-1,0,1,1
2014,2015-03-08,EMP,GEN,0,1,0,1,1,1,0,-1,-1,-1,1
2014,2015-03-08,NAP,INT,0,-1,0,1,1,0,0,-1,0,0,1
2014,2015-03-08,PAR,ATA,0,0,0,0,-1,1,1,1,-1,1,0
2014,2015-03-08,UDI,TOR,1,1,-1,1,-1,-1,-1,0,-1,1,-1
2014,2015-03-09,JUV,SAS,1,1,-1,0,-1,1,1,0,0,1,-1
2014,2015-03-09,LAZ,FIO,1,1,-1,1,-1,-1,1,0,0,1,-1
2014,2015-03-14,CAG,EMP,0,-1,1,1,-1,-1,1,1,1,1,1
2014,2015-03-14,PAL,JUV,-1,0,1,-1,-1,1,-1,0,0,0,-1
2014,2015-03-15,ATA,UDI,0,1,1,0,1,1,-1,1,0,0,0
2014,2015-03-15,GEN,CHI,-1,-1,-1,-1,0,-1,0,0,1,1,1
2014,2015-03-15,INT,CES,0,0,0,-1,-1,-1,-1,-1,0,-1,-1
2014,2015-03-15,SAS,PAR,1,0,-1,0,-1,-1,-1,1,1,1,0
2014,2015-03-15,VER,NAP,1,0,-1,0,-1,-1,1,1,0,-1,1
2014,2015-03-16,FIO,MIL,1,-1,1,0,-1,0,-1,-1,1,-1,1
2014,2015-03-16,ROM,SAM,-1,-1,1,1,-1,1,1,-1,-1,-1,-1
2014,2015-03-16,TOR,LAZ,-1,1,-1,1,1,0,-1,-1,-1,1,0
2014,2015-03-21,CHI,PAL,1,-1,1,1,1,0,0,0,1,-1,1
2014,2015-03-21,MIL,CAG,1,1,1,0,-1,1,-1,0,-1,0,0
2014,2015-03-22,CES,ROM,-1,1,0,1,1,1,0,0,0,0,0
2014,2015-03-22,EMP,SAS,1,1,0,1,1,-1,-1,-1,1,0,1
2014,2015-03-22,JUV,GEN,1,1,1,-1,0,0,1,0,0,-1,1
2014,2015-03-22,LAZ,VER,1,1,0,1,1,1,1,1,-1,1,1
2014,2015-03-22,NAP,ATA,0,1,-1,0,1,1,1,0,1,0,-1
2014,2015-03-22,PAR,TOR,-1,0,-1,0,0,1,0,0,1,1,-1
2014,2015-03-22,SAM,INT,1,0,-1,1,1,0,-1,-1,0,0,1
2014,2015-03-22,UDI,FIO,0,1,1,0,0,1,0,0,1,-1,-1
2014,2015-04-04,ATA,TOR,-1,1,0,-1,0,-1,1,1,0,-1,1
2014,2015-04-04,CAG,LAZ,-1,0,0,-1,0,0,1,1,1,-1,1
2014,2015-04-04,FIO,SAM,1,0,-1,-1,0,0,-1,-1,1,1,1
2014,2015-04-04,GEN,UDI,0,0,-1,-1,1,-1,0,0,-1,0,1
2014,2015-04-04,INT,PAR,0,0,-1,0,-1,1,1,1,-1,1,-1
2014,2015-04-04,JUV,EMP,1,1,1,-1,1,-1,0,1,1,0,-1
2014,2015-04-04,PAL,MIL,-1,-1,0,1,1,0,1,1,-1,1,0
2014,2015-04-04,ROM,NAP,1,1,1,0,-1,1,1,1,-1,1,-1
2014,2015-04-04,SAS,CHI,1,1,1,0,-1,-1,0,0,-1,-1,1
2014,2015-04-04,VER,CES,0,0,1,1,-1,1,-1,1,0,0,1
2014,2015-04-08,PAR,UDI,1,1,-1,1,-1,1,-1,-1,-1,-1,0
2014,2015-04-11,GEN,CAG,1,1,0,-1,-1,1,-1,-1,0,1,-1
2014,2015-04-11,PAR,JUV,1,0,0,1,1,1,-1,1,0,1,-1
2014,2015-04-11,VER,INT,-1,1,1,-1,1,0,-1,-1,0,1,-1
2014,2015-04-12,ATA,SAS,1,1,0,1,0,1,-1,0,-1,1,1
2014,2015-04-12,CES,CHI,-1,1,-1,-1,1,0,0,1,0,0,1
2014,2015-04-12,LAZ,EMP,1,1,0,0,1,1,1,1,-1,-1,0
2014,2015-04-12,MIL,SAM,0,0,0,-1,0,-1,-1,-1,1,1,-1
2014,2015-04-12,NAP,FIO,1,1,1,0,0,1,1,-1,0,0,1
2014,2015-04-12,TOR,ROM,0,1,1,1,1,-1,0,1,1,1,1
2014,2015-04-12,UDI,PAL,-1,-1,1,-1,0,1,1,1,0,1,1
2014,2015-04-15,GEN,PAR,1,-1,0,1,-1,1,-1,0,1,0,-1
2014,2015-04-18,JUV,LAZ,1,0,-1,-1,1,0,0,1,0,-1,0
2014,2015-04-18,SAM,CES,0,0,1,0,1,-1,1,1,0,-1,-1
2014,2015-04-19,CAG,NAP,-1,1,1,-1,1,0,-1,1,1,1,1
2014,2015-04-19,CHI,UDI,0,0,-1,1,-1,0,-1,1,-1,-1,0
2014,2015-04-19,EMP,PAR,0,1,1,0,1,1,1,1,-1,1,0
2014,2015-04-19,INT,MIL,0,1,-1,0,-1,1,1,-1,0,0,0
2014,2015-04-19,PAL,GEN,1,1,0,1,1,1,0,-1,1,1,1
2014,2015-04-19,ROM,ATA,0,1,-1,-1,0,1,1,1,1,0,0
2014,2015-04-19,SAS,TOR,0,0,-1,-1,1,1,-1,1,1,1,1
2014,2015-04-20,FIO,VER,-1,1,0,-1,-1,0,1,-1,1,1,-1
2014,2015-04-25,INT,ROM,1,-1,0,0,-1,-1,1,1,1,0,0
2014,2015-04-25,UDI,MIL,1,0,1,1,0,0,0,-1,1,1,1
2014,2015-04-26,ATA,EMP,0,0,1,1,1,1,0,1,1,1,1
2014,2015-04-26,FIO,CAG,-1,1,1,0,1,1,0,1,-1,0,-1
2014,2015-04-26,GEN,CES,1,1,1,0,0,-1,1,0,1,-1,1
2014,2015-04-26,LAZ,CHI,0,1,1,1,-1,0,1,-1,0,0,-1
2014,2015-04-26,NAP,SAM,1,0,0,1,1,1,-1,1,-1,1,0
2014,2015-04-26,PAR,PAL,1,-1,0,1,1,0,-1,0,-1,-1,1
2014,2015-04-26,TOR,JUV,1,-1,0,0,0,-1,1,1,1,0,-1
2014,2015-04-26,VER,SAS,1,1,0,1,1,1,-1,0,0,-1,-1
2014,2015-04-28,UDI,INT,-1,-1,-1,0,1,-1,-1,0,1,0,0
2014,2015-04-29,CES,ATA,0,0,-1,-1,1,1,-1,-1,0,0,1
2014,2015-04-29,CHI,CAG,1,0,0,1,1,1,0,1,-1,1,0
2014,2015-04-29,JUV,FIO,1,-1,-1,0,-1,1,0,0,-1,1,1
2014,2015-04-29,LAZ,PAR,1,-1,0,0,1,1,-1,1,-1,-1,1
2014,2015-04-29,MIL,GEN,-1,1,1,-1,1,1,0,1,-1,1,-1
2014,2015-04-29,PAL,TOR,0,1,0,0,1,1,0,-1,1,1,0
2014,2015-04-29,SAM,VER,0,-1,1,-1,-1,1,-1,-1,0,1,1
2014,2015-04-29,SAS,ROM,-1,1,0,1,1,-1,-1,1,1,1,1
2014,2015-04-30,EMP,NAP,1,0,0,0,-1,-1,1,1,1,-1,0
2014,2015-05-02,SAM,JUV,-1,1,-1,0,0,0,-1,-1,0,1,1
2014,2015-05-02,SAS,PAL,0,1,0,-1,-1,-1,1,-1,1,0,1
2014,2015-05-03,ATA,LAZ,0,1,0,0,1,1,-1,1,0,1,1
2014,2015-05-03,FIO,CES,1,1,-1,0,-1,0,1,0,-1,1,1
2014,2015-05-03,INT,CHI,0,1,-1,-1,0,1,-1,1,0,-1,1
2014,2015-05-03,NAP,MIL,1,-1,-1,1,1,1,1,1,1,1,-1
2014,2015-05-03,ROM,GEN,1,1,1,1,1,1,-1,1,-1,0,1
2014,2015-05-03,VER,UDI,-1,1,0,0,1,-1,-1,-1,1,0,-1
2014,2015-05-04,CAG,PAR,1,0,-1,-1,0,0,1,-1,-1,1,-1
2014,2015-05-06,TOR,EMP,-1,1,1,0,-1,1,1,-1,1,-1,0
2014,2015-05-09,JUV,CAG,0,1,0,-1,0,-1,-1,0,-1,-1,-1
2014,2015-05-09,MIL,ROM,1,-1,-1,1,-1,1,1,-1,1,1,1
2014,2015-05-10,CES,SAS,-1,-1,-1,0,0,0,0,-1,-1,-1,1
2014,2015-05-10,CHI,VER,0,1,0,1,1,-1,0,-1,-1,1,1
2014,2015-05-10,EMP,FIO,-1,1,0,1,0,1,-1,1,0,1,-1
2014,2015-05-10,LAZ,INT,-1,-1,-1,0,-1,0,0,1,-1,1,-1
2014,2015-05-10,PAL,ATA,-1,0,-1,0,0,-1,0,1,-1,1,-1
2014,2015-05-10,PAR,NAP,0,0,0,-1,-1,0,-1,0,-1,-1,1
2014,2015-05-10,UDI,SAM,-1,0,-1,0,1,-1,1,1,1,0,-1
2014,2015-05-11,GEN,TOR,1,1,0,-1,0,1,1,0,-1,1,0
2014,2015-05-16,INT,JUV,-1,1,0,1,1,-1,-1,1,1,0,1
2014,2015-05-16,SAM,LAZ,-1,1,-1,-1,-1,0,0,1,1,0,-1
2014,2015-05-17,ATA,GEN,-1,0,1,1,-1,1,-1,1,1,1,-1
2014,2015-05-17,CAG,PAL,-1,1,1,1,0,-1,-1,0,0,-1,1
2014,2015-05-17,ROM,UDI,1,1,1,-1,-1,0,1,0,-1,1,-1
2014,2015-05-17,SAS,MIL,1,0,-1,0,0,0,1,0,0,-1,0
2014,2015-05-17,TOR,CHI,1,1,-1,1,-1,-1,0,-1,1,1,0
2014,2015-05-17,VER,EMP,1,0,-1,1,0,0,0,0,0,-1,1
2014,2015-05-18,FIO,PAR,1,1,0,-1,1,1,-1,-1,-1,0,1
2014,2015-05-18,NAP,CES,1,0,-1,-1,-1,-1,-1,0,0,-1,0
2014,2015-05-23,GEN,INT,1,-1,1,-1,1,1,1,1,1,-1,0
2014,2015-05-23,JUV,NAP,1,1,1,0,1,1,0,0,0,-1,1
2014,2015-05-24,CES,CAG,-1,-1,1,1,-1,0,1,0,1,-1,1
2014,2015-05-24,CHI,ATA,0,0,0,0,1,0,0,1,1,1,1
2014,2015-05-24,EMP,SAM,0,0,1,-1,0,-1,0,-1,-1,-1,0
2014,2015-05-24,MIL,TOR,1,0,1,1,0,-1,-1,1,0,-1,0
2014,2015-05-24,PAL,FIO,-1,-1,0,-1,0,-1,1,1,1,1,0
2014,2015-05-24,PAR,VER,0,1,1,0,1,1,1,1,0,1,1
2014,2015-05-24,UDI,SAS,-1,1,1,-1,0,1,0,1,1,1,-1
2014,2015-05-25,LAZ,ROM,-1,1,-1,-1,1,1,0,-1,1,1,0
2014,2015-05-30,ATA,MIL,-1,1,0,0,1,1,1,1,1,-1,1
2014,2015-05-30,VER,JUV,0,-1,1,1,1,-1,0,1,1,0,-1
2014,2015-05-31,CAG,UDI,1,-1,0,1,-1,1,1,-1,0,1,0
2014,2015-05-31,FIO,CHI,1,1,1,1,-1,1,1,1,-1,0,1
2014,2015-05-31,INT,EMP,1,1,-1,1,0,0,0,0,-1,1,-1
2014,2015-05-31,NAP,LAZ,-1,1,-1,0,0,1,1,-1,1,-1,1
2014,2015-05-31,ROM,PAL,-1,0,1,1,-1,-1,1,1,-1,1,1
2014,2015-05-31,SAM,PAR,0,1,1,1,0,0,0,-1,-1,0,-1
2014,2015-05-31,SAS,GEN,1,1,1,1,1,0,-1,-1,1,0,-1
2014,2015-05-31,TOR,CES,1,1,1,1,0,0,1,1,1,-1,-1
2015,2015-08-22,LAZ,BOLG,1,1,1,0,1,-1,0,1,0,-1,0
2015,2015-08-22,VER,ROM,0,1,0,0,0,0,0,-1,-1,-1,1
2015,2015-08-23,EMP,CHI,-1,1,-1,1,0,-1,1,-1,1,1,1
2015,2015-08-23,FIO,MIL,1,1,-1,0,0,-1,0,0,1,1,-1
2015,2015-08-23,FRO,TOR,-1,1,1,-1,1,-1,-1,1,1,1,1
2015,2015-08-23,INT,ATA,1,1,-1,1,0,0,1,-1,-1,0,1
2015,2015-08-23,JUV,UDI,-1,1,1,0,-1,1,1,1,-1,1,-1
2015,2015-08-23,PAL,GEN,1,-1,1,-1,1,0,0,1,0,1,1
2015,2015-08-23,SAM,CARP,1,0,0,1,-1,0,-1,-1,0,0,0
2015,2015-08-23,SAS,NAP,1,1,0,0,0,1,1,1,0,0,1
2015,2015-08-29,BOLG,SAS,-1,1,1,0,0,-1,1,1,0,-1,1
2015,2015-08-29,MIL,EMP,1,1,0,-1,1,1,-1,1,0,1,1
2015,2015-08-30,ATA,FRO,1,1,1,1,-1,0,0,1,1,1,1
2015,2015-08-30,CARP,INT,-1,0,0,-1,1,1,1,1,0,1,-1
2015,2015-08-30,CHI,LAZ,1,0,0,0,1,-1,0,1,-1,1,0
2015,2015-08-30,GEN,VER,1,0,1,0,1,1,1,-1,-1,0,1
2015,2015-08-30,NAP,SAM,0,0,-1,1,0,-1,1,0,-1,0,1
2015,2015-08-30,ROM,JUV,1,1,-1,0,-1,1,1,-1,0,1,1
2015,2015-08-30,TOR,FIO,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1
2015,2015-08-30,UDI,PAL,-1,1,1,0,1,1,1,-1,1,1,1
2015,2015-09-12,FIO,GEN,1,1,-1,0,1,-1,1,0,-1,0,0
2015,2015-09-12,FRO,ROM,-1,1,1,1,1,1,-1,0,1,1,1
2015,2015-09-12,JUV,CHI,0,1,-1,0,1,1,1,0,-1,1,-1
2015,2015-09-13,EMP,NAP,0,1,-1,-1,1,1,0,0,1,1,1
2015,2015-09-13,INT,MIL,1,-1,-1,1,-1,1,0,0,1,1,1
2015,2015-09-13,LAZ,UDI,1,1,-1,0,1,-1,-1,1,0,1,-1
2015,2015-09-13,PAL,CARP,0,1,-1,0,-1,1,0,0,1,-1,1
2015,2015-09-13,SAS,ATA,0,1,1,1,-1,-1,1,1,-1,-1,1
2015,2015-09-13,VER,TOR,0,-1,1,-1,0,1,1,1,-1,0,1
2015,2015-09-14,SAM,BOLG,1,1,0,1,-1,1,0,-1,0,0,1
2015,2015-09-19,MIL,PAL,1,-1,1,1,1,-1,1,1,1,1,1
2015,2015-09-19,UDI,EMP,-1,0,-1,1,-1,0,1,1,1,1,-1
2015,2015-09-20,ATA,VER,0,1,-1,1,1,0,1,0,1,0,0
2015,2015-09-20,BOLG,FRO,1,1,1,0,1,1,-1,-1,-1,0,-1
2015,2015-09-20,CARP,FIO,-1,0,1,1,-1,-1,-1,1,-1,1,1
2015,2015-09-20,CHI,INT,-1,1,0,1,0,1,1,1,1,-1,1
2015,2015-09-20,GEN,JUV,-1,-1,-1,-1,1,-1,1,0,-1,0,0
2015,2015-09-20,NAP,LAZ,1,-1,1,1,0,1,0,1,1,1,1
2015,2015-09-20,ROM,SAS,0,0,0,1,-1,0,0,1,0,1,1
2015,2015-09-20,TOR,SAM,1,-1,1,0,0,1,-1,0,1,0,1
2015,2015-09-22,UDI,MIL,-1,1,1,0,1,0,1,-1,0,0,0
2015,2015-09-23,CARP,NAP,0,1,1,1,1,1,-1,0,-1,1,1
2015,2015-09-23,CHI,TOR,1,0,1,0,-1,1,-1,0,0,-1,0
2015,2015-09-23,FIO,BOLG,1,-1,1,1,0,0,0,0,1,-1,0
2015,2015-09-23,INT,VER,1,-1,1,-1,1,0,1,1,1,1,0
2015,2015-09-23,JUV,FRO,0,1,0,0,1,1,-1,-1,1,-1,0
2015,2015-09-23,LAZ,GEN,1,-1,0,1,1,0,-1,-1,1,-1,-1
2015,2015-09-23,PAL,SAS,-1,0,1,1,0,1,1,-1,1,0,-1
2015,2015-09-23,SAM,ROM,1,0,0,0,-1,0,-1,0,1,1,0
2015,2015-09-24,EMP,ATA,-1,1,-1,1,0,1,1,1,1,1,0
2015,2015-09-26,NAP,JUV,1,0,-1,-1,1,0,0,-1,1,0,1
2015,2015-09-26,ROM,CARP,1,1,1,0,1,0,1,1,1,0,0
2015,2015-09-27,BOLG,UDI,-1,1,0,1,1,1,1,0,0,1,1
2015,2015-09-27,GEN,MIL,1,1,-1,-1,1,0,-1,-1,-1,1,-1
2015,2015-09-27,INT,FIO,-1,1,0,0,1,1,1,-1,0,1,1
2015,2015-09-27,SAS,CHI,0,1,0,1,1,1,0,-1,0,-1,-1
2015,2015-09-27,TOR,PAL,1,1,1,1,0,-1,0,0,-1,-1,1
2015,2015-09-27,VER,LAZ,-1,1,1,-1,1,1,0,1,-1,-1,0
2015,2015-09-28,ATA,SAM,1,0,-1,1,1,-1,-1,-1,1,1,-1
2015,2015-09-28,FRO,EMP,1,1,1,0,1,0,-1,1,0,0,1
2015,2015-10-03,CARP,TOR,1,1,-1,1,-1,-1,1,1,0,1,-1
2015,2015-10-03,CHI,VER,0,1,-1,-1,-1,1,0,1,1,-1,0
2015,2015-10-04,EMP,SAS,1,0,1,1,0,0,-1,1,1,-1,0
2015,2015-10-04,FIO,ATA,1,0,1,1,-1,-1,1,0,1,1,1
2015,2015-10-04,JUV,BOLG,1,1,1,-1,0,-1,1,0,1,-1,-1
2015,2015-10-04,LAZ,FRO,1,-1,1,-1,1,1,-1,0,1,1,0
2015,2015-10-04,MIL,NAP,-1,-1,1,1,1,0,-1,1,-1,1,-1
2015,2015-10-04,PAL,ROM,-1,1,1,0,-1,1,1,1,1,0,0
2015,2015-10-04,SAM,INT,0,0,-1,1,1,1,0,1,-1,-1,0
2015,2015-10-04,UDI,GEN,0,1,1,1,0,1,1,0,0,1,1
2015,2015-10-17,ROM,EMP,1,1,1,-1,1,0,1,1,1,1,0
2015,2015-10-17,TOR,MIL,0,-1,-1,1,-1,1,1,1,-1,1,-1
2015,2015-10-18,ATA,CARP,1,-1,0,1,0,0,0,0,1,1,-1
2015,2015-10-18,BOLG,PAL,-1,-1,1,0,1,0,1,1,-1,-1,-1
2015,2015-10-18,FRO,SAM,1,0,0,1,0,1,-1,1,1,0,0
2015,2015-10-18,GEN,CHI,1,1,1,-1,-1,-1,1,-1,0,1,1
2015,2015-10-18,INT,JUV,0,0,0,-1,-1,-1,-1,1,1,1,1
2015,2015-10-18,NAP,FIO,1,1,1,1,-1,1,1,1,0,-1,1
2015,2015-10-18,SAS,LAZ,1,1,-1,0,-1,-1,1,0,1,1,-1
2015,2015-10-18,VER,UDI,0,0,-1,0,-1,-1,1,0,0,1,0
2015,2015-10-24,CARP,BOLG,-1,-1,-1,0,1,1,1,1,-1,0,1
2015,2015-10-24,EMP,GEN,1,1,0,1,0,1,1,-1,1,1,0
2015,2015-10-24,PAL,INT,0,1,-1,1,1,0,1,1,1,0,1
2015,2015-10-25,CHI,NAP,-1,0,-1,0,0,-1,1,1,0,1,-1
2015,2015-10-25,FIO,ROM,-1,0,0,-1,1,1,1,0,1,1,1
2015,2015-10-25,JUV,ATA,1,-1,1,-1,0,-1,1,1,1,0,1
2015,2015-10-25,LAZ,TOR,1,1,0,1,0,-1,1,0,-1,1,1
2015,2015-10-25,MIL,SAS,1,0,1,0,0,1,1,0,0,0,1
2015,2015-10-25,SAM,VER,1,0,-1,-1,1,1,1,1,0,1,0
2015,2015-10-25,UDI,FRO,1,1,1,-1,-1,1,0,1,-1,1,-1
2015,2015-10-27,BOLG,INT,-1,1,1,-1,-1,1,1,-1,1,1,1
2015,2015-10-28,ATA,LAZ,1,1,-1,-1,-1,0,-1,0,1,-1,1
2015,2015-10-28,FRO,CARP,1,0,-1,1,0,-1,0,1,-1,1,1
2015,2015-10-28,MIL,CHI,1,1,-1,0,-1,1,1,0,-1,0,-1
2015,2015-10-28,NAP,PAL,1,-1,-1,-1,-1,1,0,-1,0,1,1
